"ide_entrada","ide_portaria","des_portaria","tim_entrada","data_entrada","hora_minuto_entrada","ide_destino","desdestinoGenerico"
2062718,4,Anexo IV - A,2025-10-28 13:35:50.453,28/10/2025,"13:35",23,Banco do Brasil
2062707,3,Anexo III,2025-10-28 13:33:24.470,28/10/2025,"13:33",66,DAS
2062708,4,Anexo IV - A,2025-10-28 13:33:24.927,28/10/2025,"13:33",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2062709,4,Anexo IV - A,2025-10-28 13:33:34.603,28/10/2025,"13:33",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2062710,4,Anexo IV - A,2025-10-28 13:33:43.153,28/10/2025,"13:33",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2062711,4,Anexo IV - A,2025-10-28 13:34:04.820,28/10/2025,"13:34",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2062712,4,Anexo IV - A,2025-10-28 13:34:35.693,28/10/2025,"13:34",,Dep. Renata Abreu- Anexo: 4 Gabinete: 717
2062701,4,Anexo IV - A,2025-10-28 13:31:06.933,28/10/2025,"13:31",,Dep. Leonardo Monteiro- Anexo: 4 Gabinete: 922
2062702,3,Anexo III,2025-10-28 13:31:12.780,28/10/2025,"13:31",,biblioteca
2062703,4,Anexo IV - A,2025-10-28 13:31:27.550,28/10/2025,"13:31",,Dep. Leonardo Monteiro- Anexo: 4 Gabinete: 922
2062704,4,Anexo IV - A,2025-10-28 13:32:39.863,28/10/2025,"13:32",,Banheiro
2062705,3,Anexo III,2025-10-28 13:32:42.350,28/10/2025,"13:32",20,Restaurante
2062706,3,Anexo III,2025-10-28 13:33:09.510,28/10/2025,"13:33",,LID DO SOLIDARIEDADE
2062694,4,Anexo IV - A,2025-10-28 13:28:32.103,28/10/2025,"13:28",25,Restaurante SENAC
2062695,2,Anexo II - A,2025-10-28 13:28:34.863,28/10/2025,"13:28",18,Auditório Nereu Ramos
2062696,4,Anexo IV - A,2025-10-28 13:29:11.087,28/10/2025,"13:29",25,Restaurante SENAC
2062698,8,Anexo IV - G,2025-10-28 13:29:40.403,28/10/2025,"13:29",,Dep. Laura Carneiro- Anexo: 4 Gabinete: 210
2062699,1,Anexo I,2025-10-28 13:30:05.787,28/10/2025,"13:30",,Coped Sala 1402
2062700,4,Anexo IV - A,2025-10-28 13:30:57.213,28/10/2025,"13:30",25,Restaurante SENAC
2062685,1,Anexo I,2025-10-28 13:24:30.030,28/10/2025,"13:24",,Direx
2062689,1,Anexo I,2025-10-28 13:25:28.820,28/10/2025,"13:25",,Dep. Amanda Gentil- Anexo: 4 Gabinete: 862
2062690,4,Anexo IV - A,2025-10-28 13:25:45.297,28/10/2025,"13:25",,Dep. Pompeo de Mattos- Anexo: 4 Gabinete: 704
2062691,3,Anexo III,2025-10-28 13:25:55.247,28/10/2025,"13:25",,COMISSÃO DE INDUSTRIA
2062692,4,Anexo IV - A,2025-10-28 13:26:35.383,28/10/2025,"13:26",,Dep. Gilson Marques- Anexo: 4 Gabinete: 431
2062693,5,Chapelaria,2025-10-28 13:27:46.047,28/10/2025,"13:27",,uniao brasil
2062679,4,Anexo IV - A,2025-10-28 13:22:06.110,28/10/2025,"13:22",,Dep. Patrus Ananias- Anexo: 4 Gabinete: 720
2062680,4,Anexo IV - A,2025-10-28 13:22:34.163,28/10/2025,"13:22",34,DEPOL - Confecção de Crachá
2062681,4,Anexo IV - A,2025-10-28 13:22:44.793,28/10/2025,"13:22",,Dep. Beto Richa- Anexo: 4 Gabinete: 521
2062682,4,Anexo IV - A,2025-10-28 13:23:09.130,28/10/2025,"13:23",,Dep. Jadyel Alencar- Anexo: 4 Gabinete: 519
2062683,4,Anexo IV - A,2025-10-28 13:23:31.853,28/10/2025,"13:23",25,Restaurante SENAC
2062684,3,Anexo III,2025-10-28 13:23:49.510,28/10/2025,"13:23",20,Restaurante
2062673,3,Anexo III,2025-10-28 13:20:28.300,28/10/2025,"13:20",20,Restaurante
2062674,3,Anexo III,2025-10-28 13:20:39.230,28/10/2025,"13:20",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062675,3,Anexo III,2025-10-28 13:21:23.183,28/10/2025,"13:21",18,Auditório Nereu Ramos
2062676,3,Anexo III,2025-10-28 13:21:39.620,28/10/2025,"13:21",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062677,2,Anexo II - A,2025-10-28 13:21:50.043,28/10/2025,"13:21",19,Biblioteca - CEDI
2062678,3,Anexo III,2025-10-28 13:21:56.323,28/10/2025,"13:21",20,Restaurante
2062666,3,Anexo III,2025-10-28 13:19:05.723,28/10/2025,"13:19",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062668,4,Anexo IV - A,2025-10-28 13:19:19.413,28/10/2025,"13:19",,Dep. Paulo Guedes- Anexo: 4 Gabinete: 833
2062669,3,Anexo III,2025-10-28 13:19:23.050,28/10/2025,"13:19",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062670,2,Anexo II - A,2025-10-28 13:19:46.277,28/10/2025,"13:19",,COMISSOES
2062671,2,Anexo II - A,2025-10-28 13:19:56.147,28/10/2025,"13:19",3,Plenário 3
2062672,4,Anexo IV - A,2025-10-28 13:19:59.173,28/10/2025,"13:19",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062660,3,Anexo III,2025-10-28 13:18:23.580,28/10/2025,"13:18",,Dep. André Fernandes- Anexo: 3 Gabinete: 578
2062661,2,Anexo II - A,2025-10-28 13:18:26.747,28/10/2025,"13:18",4,Plenário 4
2062662,2,Anexo II - A,2025-10-28 13:18:45.347,28/10/2025,"13:18",4,Plenário 4
2062663,2,Anexo II - A,2025-10-28 13:18:49.467,28/10/2025,"13:18",4,Plenário 4
2062664,4,Anexo IV - A,2025-10-28 13:18:54.680,28/10/2025,"13:18",,Dep. Romero Rodrigues- Anexo: 4 Gabinete: 610
2062665,4,Anexo IV - A,2025-10-28 13:18:56.297,28/10/2025,"13:18",,Dep. Romero Rodrigues- Anexo: 4 Gabinete: 610
2062654,5,Chapelaria,2025-10-28 13:17:49.107,28/10/2025,"13:17",,Dep. João Cury- Anexo: 3 Gabinete: 132
2062655,3,Anexo III,2025-10-28 13:17:53.903,28/10/2025,"13:17",,Dep. André Fernandes- Anexo: 3 Gabinete: 578
2062656,3,Anexo III,2025-10-28 13:17:57.027,28/10/2025,"13:17",18,Auditório Nereu Ramos
2062657,2,Anexo II - A,2025-10-28 13:18:00.910,28/10/2025,"13:18",4,Plenário 4
2062658,3,Anexo III,2025-10-28 13:18:04.310,28/10/2025,"13:18",20,Restaurante
2062659,4,Anexo IV - A,2025-10-28 13:18:09.460,28/10/2025,"13:18",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062648,4,Anexo IV - A,2025-10-28 13:15:01.780,28/10/2025,"13:15",25,Restaurante SENAC
2062649,3,Anexo III,2025-10-28 13:16:01.293,28/10/2025,"13:16",20,Restaurante
2062650,2,Anexo II - A,2025-10-28 13:16:51.653,28/10/2025,"13:16",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062651,3,Anexo III,2025-10-28 13:17:03.993,28/10/2025,"13:17",,REFORMA DOS GABINETES
2062652,4,Anexo IV - A,2025-10-28 13:17:30.293,28/10/2025,"13:17",25,Restaurante SENAC
2062653,5,Chapelaria,2025-10-28 13:17:33.850,28/10/2025,"13:17",,Dep. João Cury- Anexo: 3 Gabinete: 132
2062642,4,Anexo IV - A,2025-10-28 13:14:09.327,28/10/2025,"13:14",25,Restaurante SENAC
2062643,5,Chapelaria,2025-10-28 13:14:11.113,28/10/2025,"13:14",,corregedoria
2062644,3,Anexo III,2025-10-28 13:14:17.007,28/10/2025,"13:14",,restaurante
2062645,4,Anexo IV - A,2025-10-28 13:14:40.037,28/10/2025,"13:14",20,Restaurante
2062646,5,Chapelaria,2025-10-28 13:14:47.903,28/10/2025,"13:14",,COMISSOES
2062647,4,Anexo IV - A,2025-10-28 13:14:57.120,28/10/2025,"13:14",,Dep. Robério Monteiro- Anexo: 4 Gabinete: 652
2062635,5,Chapelaria,2025-10-28 13:12:14.437,28/10/2025,"13:12",,Dep. Fred Costa- Anexo: 4 Gabinete: 633
2062636,5,Chapelaria,2025-10-28 13:12:23.063,28/10/2025,"13:12",,Dep. Fred Costa- Anexo: 4 Gabinete: 633
2062638,4,Anexo IV - A,2025-10-28 13:13:20.380,28/10/2025,"13:13",,Dep. Ismael- Anexo: 4 Gabinete: 325
2062639,5,Chapelaria,2025-10-28 13:13:31.783,28/10/2025,"13:13",,BIBLIOTECA
2062640,4,Anexo IV - A,2025-10-28 13:13:42.750,28/10/2025,"13:13",,Dep. Ismael- Anexo: 4 Gabinete: 325
2062641,3,Anexo III,2025-10-28 13:14:02.160,28/10/2025,"13:14",20,Restaurante
2062629,4,Anexo IV - A,2025-10-28 13:09:53.310,28/10/2025,"13:09",,Dep. Olival Marques- Anexo: 3 Gabinete: 982
2062630,8,Anexo IV - G,2025-10-28 13:11:17.050,28/10/2025,"13:11",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062631,5,Chapelaria,2025-10-28 13:11:32.780,28/10/2025,"13:11",,RESTAURANTE
2062632,5,Chapelaria,2025-10-28 13:11:44.317,28/10/2025,"13:11",,Dep. Fred Costa- Anexo: 4 Gabinete: 633
2062633,3,Anexo III,2025-10-28 13:11:58.447,28/10/2025,"13:11",,Dep. Marcon- Anexo: 3 Gabinete: 196
2062634,2,Anexo II - A,2025-10-28 13:11:59.437,28/10/2025,"13:11",,CSP
2062622,5,Chapelaria,2025-10-28 13:05:02.733,28/10/2025,"13:05",,lideraça do pt
2062623,4,Anexo IV - A,2025-10-28 13:06:33.463,28/10/2025,"13:06",,Dep. Maurício Carvalho- Anexo: 4 Gabinete: 508
2062624,3,Anexo III,2025-10-28 13:07:12.900,28/10/2025,"13:07",,restaurante
2062625,3,Anexo III,2025-10-28 13:08:45.143,28/10/2025,"13:08",,Dep. Sargento Gonçalves- Anexo: 3 Gabinete: 569
2062627,3,Anexo III,2025-10-28 13:09:35.330,28/10/2025,"13:09",,LID DO PSOL 
2062628,3,Anexo III,2025-10-28 13:09:38.830,28/10/2025,"13:09",,Dep. Sargento Gonçalves- Anexo: 3 Gabinete: 569
2062615,2,Anexo II - A,2025-10-28 13:03:27.807,28/10/2025,"13:03",,união
2062616,4,Anexo IV - A,2025-10-28 13:04:05.657,28/10/2025,"13:04",,Dep. Átila Lira- Anexo: 4 Gabinete: 640
2062617,3,Anexo III,2025-10-28 13:04:10.147,28/10/2025,"13:04",29,Salão Verde
2062618,5,Chapelaria,2025-10-28 13:04:23.740,28/10/2025,"13:04",,lideraça do pt
2062620,5,Chapelaria,2025-10-28 13:04:48.263,28/10/2025,"13:04",45,TV Câmara
2062621,2,Anexo II - A,2025-10-28 13:04:55.973,28/10/2025,"13:04",27,Plenário Ulysses Guimarães
2062608,4,Anexo IV - A,2025-10-28 12:59:15.820,28/10/2025,"12:59",,Dep. Juscelino Filho- Anexo: 4 Gabinete: 222
2062609,8,Anexo IV - G,2025-10-28 12:59:36.560,28/10/2025,"12:59",66,DAS
2062610,3,Anexo III,2025-10-28 13:00:42.247,28/10/2025,"13:00",20,Restaurante
2062611,3,Anexo III,2025-10-28 13:01:36.627,28/10/2025,"13:01",,Dep. Marcel van Hattem- Anexo: 4 Gabinete: 958
2062612,4,Anexo IV - A,2025-10-28 13:01:45.920,28/10/2025,"13:01",25,Restaurante SENAC
2062613,3,Anexo III,2025-10-28 13:02:03.343,28/10/2025,"13:02",,imprensa
2062602,4,Anexo IV - A,2025-10-28 12:56:42.770,28/10/2025,"12:56",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2062603,5,Chapelaria,2025-10-28 12:57:51.030,28/10/2025,"12:57",20,Restaurante
2062604,2,Anexo II - A,2025-10-28 12:58:04.707,28/10/2025,"12:58",,CFT
2062605,3,Anexo III,2025-10-28 12:58:26.923,28/10/2025,"12:58",13,Plenário 13
2062606,2,Anexo II - A,2025-10-28 12:59:00.493,28/10/2025,"12:59",19,Biblioteca - CEDI
2062607,4,Anexo IV - A,2025-10-28 12:59:00.527,28/10/2025,"12:59",33,Correios
2062595,4,Anexo IV - A,2025-10-28 12:55:01.847,28/10/2025,"12:55",25,Restaurante SENAC
2062596,4,Anexo IV - A,2025-10-28 12:55:15.730,28/10/2025,"12:55",,Dep. Maria Rosas- Anexo: 4 Gabinete: 436
2062597,3,Anexo III,2025-10-28 12:55:34.570,28/10/2025,"12:55",20,Restaurante
2062598,8,Anexo IV - G,2025-10-28 12:55:38.583,28/10/2025,"12:55",,Dep. Carlos Henrique Gaguim- Anexo: 4 Gabinete: 214
2062600,3,Anexo III,2025-10-28 12:56:02.750,28/10/2025,"12:56",20,Restaurante
2062601,2,Anexo II - A,2025-10-28 12:56:29.977,28/10/2025,"12:56",,Sala: 107
2062589,4,Anexo IV - A,2025-10-28 12:53:26.823,28/10/2025,"12:53",,Dep. Mário Heringer- Anexo: 4 Gabinete: 211
2062590,3,Anexo III,2025-10-28 12:53:33.410,28/10/2025,"12:53",20,Restaurante
2062591,3,Anexo III,2025-10-28 12:54:01.993,28/10/2025,"12:54",20,Restaurante
2062592,4,Anexo IV - A,2025-10-28 12:54:13.313,28/10/2025,"12:54",,Dep. Coronel Chrisóstomo- Anexo: 3 Gabinete: 672
2062593,2,Anexo II - A,2025-10-28 12:54:33.153,28/10/2025,"12:54",,liderança da PP
2062594,4,Anexo IV - A,2025-10-28 12:54:38.540,28/10/2025,"12:54",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062583,5,Chapelaria,2025-10-28 12:51:15.510,28/10/2025,"12:51",,cecom
2062584,3,Anexo III,2025-10-28 12:51:20.307,28/10/2025,"12:51",20,Restaurante
2062585,4,Anexo IV - A,2025-10-28 12:51:52.190,28/10/2025,"12:51",34,DEPOL - Confecção de Crachá
2062586,2,Anexo II - A,2025-10-28 12:53:01.737,28/10/2025,"12:53",20,Restaurante
2062587,4,Anexo IV - A,2025-10-28 12:53:10.673,28/10/2025,"12:53",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062588,4,Anexo IV - A,2025-10-28 12:53:14.277,28/10/2025,"12:53",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062577,3,Anexo III,2025-10-28 12:50:00.867,28/10/2025,"12:50",,Dep. Márcio Jerry- Anexo: 3 Gabinete: 195
2062578,4,Anexo IV - A,2025-10-28 12:50:03.330,28/10/2025,"12:50",,Dep. Aluisio Mendes- Anexo: 4 Gabinete: 931
2062579,4,Anexo IV - A,2025-10-28 12:50:05.170,28/10/2025,"12:50",,Dep. Aluisio Mendes- Anexo: 4 Gabinete: 931
2062580,3,Anexo III,2025-10-28 12:50:50.770,28/10/2025,"12:50",20,Restaurante
2062581,3,Anexo III,2025-10-28 12:51:07.217,28/10/2025,"12:51",20,Restaurante
2062582,4,Anexo IV - A,2025-10-28 12:51:07.270,28/10/2025,"12:51",23,Banco do Brasil
2062571,3,Anexo III,2025-10-28 12:48:35.107,28/10/2025,"12:48",,Dep. Marcon- Anexo: 3 Gabinete: 196
2062572,2,Anexo II - A,2025-10-28 12:49:14.770,28/10/2025,"12:49",10,Plenário 10
2062573,3,Anexo III,2025-10-28 12:49:30.137,28/10/2025,"12:49",,DEP MARCIO JERRY 
2062574,4,Anexo IV - A,2025-10-28 12:49:34.733,28/10/2025,"12:49",,Dep. Rubens Otoni- Anexo: 4 Gabinete: 501
2062575,8,Anexo IV - G,2025-10-28 12:49:35.783,28/10/2025,"12:49",,Dep. Fred Costa- Anexo: 4 Gabinete: 633
2062576,4,Anexo IV - A,2025-10-28 12:49:57.860,28/10/2025,"12:49",,Dep. Aluisio Mendes- Anexo: 4 Gabinete: 931
2062565,3,Anexo III,2025-10-28 12:46:01.450,28/10/2025,"12:46",,Dep. Fausto Jr.- Anexo: 3 Gabinete: 777
2062566,3,Anexo III,2025-10-28 12:46:19.337,28/10/2025,"12:46",,Dep. Fausto Jr.- Anexo: 3 Gabinete: 777
2062567,4,Anexo IV - A,2025-10-28 12:46:25.510,28/10/2025,"12:46",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062568,5,Chapelaria,2025-10-28 12:46:43.860,28/10/2025,"12:46",,comite de imprensa
2062569,2,Anexo II - A,2025-10-28 12:47:26.143,28/10/2025,"12:47",,comissão de direitos 
2062570,4,Anexo IV - A,2025-10-28 12:47:33.123,28/10/2025,"12:47",,Dep. Delegado Paulo Bilynskyj- Anexo: 4 Gabinete: 509
2062559,2,Anexo II - A,2025-10-28 12:43:28.710,28/10/2025,"12:43",2,Plenário 2
2062560,3,Anexo III,2025-10-28 12:43:58.537,28/10/2025,"12:43",20,Restaurante
2062561,3,Anexo III,2025-10-28 12:44:21.300,28/10/2025,"12:44",20,Restaurante
2062562,3,Anexo III,2025-10-28 12:44:58.090,28/10/2025,"12:44",20,Restaurante
2062563,2,Anexo II - A,2025-10-28 12:45:32.990,28/10/2025,"12:45",13,Plenário 13
2062564,3,Anexo III,2025-10-28 12:45:39.680,28/10/2025,"12:45",,Dep. Kim Kataguiri- Anexo: 4 Gabinete: 744
2062553,4,Anexo IV - A,2025-10-28 12:42:33.633,28/10/2025,"12:42",,Dep. Geovania de Sá- Anexo: 4 Gabinete: 418
2062554,3,Anexo III,2025-10-28 12:42:45.887,28/10/2025,"12:42",20,Restaurante
2062555,3,Anexo III,2025-10-28 12:42:47.090,28/10/2025,"12:42",,LIDERANÇA PT
2062556,4,Anexo IV - A,2025-10-28 12:42:56.027,28/10/2025,"12:42",,Dep. Luiz Fernando Vampiro- Anexo: 4 Gabinete: 925
2062557,4,Anexo IV - A,2025-10-28 12:43:12.700,28/10/2025,"12:43",,Dep. Luiz Fernando Vampiro- Anexo: 4 Gabinete: 925
2062558,3,Anexo III,2025-10-28 12:43:15.413,28/10/2025,"12:43",20,Restaurante
2062547,3,Anexo III,2025-10-28 12:41:30.987,28/10/2025,"12:41",20,Restaurante
2062548,4,Anexo IV - A,2025-10-28 12:42:13.883,28/10/2025,"12:42",25,Restaurante SENAC
2062549,3,Anexo III,2025-10-28 12:42:18.917,28/10/2025,"12:42",20,Restaurante
2062550,4,Anexo IV - A,2025-10-28 12:42:20.090,28/10/2025,"12:42",25,Restaurante SENAC
2062551,4,Anexo IV - A,2025-10-28 12:42:20.850,28/10/2025,"12:42",25,Restaurante SENAC
2062552,2,Anexo II - A,2025-10-28 12:42:26.963,28/10/2025,"12:42",,C. de Justiça
2062541,4,Anexo IV - A,2025-10-28 12:39:50.650,28/10/2025,"12:39",,Dep. Dorinaldo Malafaia- Anexo: 4 Gabinete: 733
2062542,4,Anexo IV - A,2025-10-28 12:40:06.827,28/10/2025,"12:40",,Dep. Dorinaldo Malafaia- Anexo: 4 Gabinete: 733
2062543,4,Anexo IV - A,2025-10-28 12:41:15.663,28/10/2025,"12:41",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062544,4,Anexo IV - A,2025-10-28 12:41:24.890,28/10/2025,"12:41",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062545,4,Anexo IV - A,2025-10-28 12:41:26.900,28/10/2025,"12:41",25,Restaurante SENAC
2062546,4,Anexo IV - A,2025-10-28 12:41:29.017,28/10/2025,"12:41",25,Restaurante SENAC
2062534,4,Anexo IV - A,2025-10-28 12:38:17.763,28/10/2025,"12:38",20,Restaurante
2062535,4,Anexo IV - A,2025-10-28 12:38:27.410,28/10/2025,"12:38",,Dep. Padre João- Anexo: 4 Gabinete: 762
2062536,4,Anexo IV - A,2025-10-28 12:38:27.763,28/10/2025,"12:38",25,Restaurante SENAC
2062538,3,Anexo III,2025-10-28 12:38:42.303,28/10/2025,"12:38",,BANHEIRO
2062539,3,Anexo III,2025-10-28 12:39:09.847,28/10/2025,"12:39",,BANHEIRO
2062540,1,Anexo I,2025-10-28 12:39:23.030,28/10/2025,"12:39",,CONNECTOR ENGENHARIA
2062528,4,Anexo IV - A,2025-10-28 12:34:54.173,28/10/2025,"12:34",,Dep. Carlos Veras- Anexo: 3 Gabinete: 870
2062529,1,Anexo I,2025-10-28 12:35:10.810,28/10/2025,"12:35",,SESSÃO DE OBRA ANE 4
2062530,4,Anexo IV - A,2025-10-28 12:35:15.360,28/10/2025,"12:35",,Dep. Robério Monteiro- Anexo: 4 Gabinete: 652
2062531,4,Anexo IV - A,2025-10-28 12:35:24.163,28/10/2025,"12:35",,Dep. Carlos Veras- Anexo: 3 Gabinete: 870
2062532,4,Anexo IV - A,2025-10-28 12:37:28.537,28/10/2025,"12:37",,Dep. Gustavo Gayer- Anexo: 4 Gabinete: 737
2062533,4,Anexo IV - A,2025-10-28 12:37:35.130,28/10/2025,"12:37",25,Restaurante SENAC
2062522,4,Anexo IV - A,2025-10-28 12:32:35.817,28/10/2025,"12:32",20,Restaurante
2062523,4,Anexo IV - A,2025-10-28 12:32:49.100,28/10/2025,"12:32",25,Restaurante SENAC
2062524,3,Anexo III,2025-10-28 12:32:50.683,28/10/2025,"12:32",20,Restaurante
2062525,3,Anexo III,2025-10-28 12:33:02.867,28/10/2025,"12:33",20,Restaurante
2062526,3,Anexo III,2025-10-28 12:33:51.163,28/10/2025,"12:33",20,Restaurante
2062527,4,Anexo IV - A,2025-10-28 12:34:16.043,28/10/2025,"12:34",25,Restaurante SENAC
2062516,3,Anexo III,2025-10-28 12:31:47.377,28/10/2025,"12:31",2,Plenário 2
2062517,8,Anexo IV - G,2025-10-28 12:31:51.067,28/10/2025,"12:31",,Sala: 81
2062518,3,Anexo III,2025-10-28 12:31:51.553,28/10/2025,"12:31",20,Restaurante
2062519,4,Anexo IV - A,2025-10-28 12:31:56.893,28/10/2025,"12:31",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2062520,8,Anexo IV - G,2025-10-28 12:32:16.060,28/10/2025,"12:32",,Dep. Defensor Stélio Dener- Anexo: 4 Gabinete: 435
2062521,3,Anexo III,2025-10-28 12:32:33.210,28/10/2025,"12:32",20,Restaurante
2062510,3,Anexo III,2025-10-28 12:30:23.100,28/10/2025,"12:30",20,Restaurante
2062511,4,Anexo IV - A,2025-10-28 12:30:34.213,28/10/2025,"12:30",25,Restaurante SENAC
2062512,3,Anexo III,2025-10-28 12:30:59.767,28/10/2025,"12:30",2,Plenário 2
2062513,5,Chapelaria,2025-10-28 12:31:09.300,28/10/2025,"12:31",,Dep. Julio Arcoverde- Anexo: 4 Gabinete: 729
2062514,8,Anexo IV - G,2025-10-28 12:31:12.897,28/10/2025,"12:31",,Sala: 81
2062515,3,Anexo III,2025-10-28 12:31:21.183,28/10/2025,"12:31",20,Restaurante
2062504,4,Anexo IV - A,2025-10-28 12:29:32.183,28/10/2025,"12:29",24,Caixa Econômica
2062505,3,Anexo III,2025-10-28 12:29:36.377,28/10/2025,"12:29",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062506,4,Anexo IV - A,2025-10-28 12:29:58.980,28/10/2025,"12:29",,Dep. Ribamar Silva- Anexo: 4 Gabinete: 904
2062507,8,Anexo IV - G,2025-10-28 12:30:04.993,28/10/2025,"12:30",,Sala: 81
2062508,4,Anexo IV - A,2025-10-28 12:30:16.013,28/10/2025,"12:30",24,Caixa Econômica
2062509,8,Anexo IV - G,2025-10-28 12:30:22.633,28/10/2025,"12:30",,Sala: 81
2062498,4,Anexo IV - A,2025-10-28 12:27:55.687,28/10/2025,"12:27",,Dep. Osmar Terra- Anexo: 4 Gabinete: 927
2062499,4,Anexo IV - A,2025-10-28 12:27:57.623,28/10/2025,"12:27",,Dep. Pompeo de Mattos- Anexo: 4 Gabinete: 704
2062500,3,Anexo III,2025-10-28 12:28:12.063,28/10/2025,"12:28",20,Restaurante
2062501,1,Anexo I,2025-10-28 12:28:15.067,28/10/2025,"12:28",,quarta secretaria
2062502,3,Anexo III,2025-10-28 12:28:50.137,28/10/2025,"12:28",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062503,3,Anexo III,2025-10-28 12:29:05.693,28/10/2025,"12:29",62,Secretaria da Mulher
2062492,4,Anexo IV - A,2025-10-28 12:26:32.150,28/10/2025,"12:26",,Dep. Delegado Fabio Costa- Anexo: 4 Gabinete: 741
2062493,4,Anexo IV - A,2025-10-28 12:26:32.370,28/10/2025,"12:26",,Dep. Delegado Fabio Costa- Anexo: 4 Gabinete: 741
2062494,3,Anexo III,2025-10-28 12:26:39.353,28/10/2025,"12:26",20,Restaurante
2062495,3,Anexo III,2025-10-28 12:27:20.703,28/10/2025,"12:27",20,Restaurante
2062496,3,Anexo III,2025-10-28 12:27:30.683,28/10/2025,"12:27",20,Restaurante
2062497,3,Anexo III,2025-10-28 12:27:52.063,28/10/2025,"12:27",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062486,4,Anexo IV - A,2025-10-28 12:25:13.460,28/10/2025,"12:25",,Dep. Cleber Verde- Anexo: 4 Gabinete: 710
2062487,3,Anexo III,2025-10-28 12:25:34.627,28/10/2025,"12:25",20,Restaurante
2062488,3,Anexo III,2025-10-28 12:26:06.970,28/10/2025,"12:26",20,Restaurante
2062489,8,Anexo IV - G,2025-10-28 12:26:14.110,28/10/2025,"12:26",25,Restaurante SENAC
2062490,4,Anexo IV - A,2025-10-28 12:26:15.140,28/10/2025,"12:26",,Dep. Delegado Fabio Costa- Anexo: 4 Gabinete: 741
2062491,3,Anexo III,2025-10-28 12:26:22.590,28/10/2025,"12:26",,Dep. André Janones- Anexo: 3 Gabinete: 687
2062480,4,Anexo IV - A,2025-10-28 12:23:05.363,28/10/2025,"12:23",23,Banco do Brasil
2062481,4,Anexo IV - A,2025-10-28 12:23:20.780,28/10/2025,"12:23",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062482,4,Anexo IV - A,2025-10-28 12:23:33.027,28/10/2025,"12:23",23,Banco do Brasil
2062483,4,Anexo IV - A,2025-10-28 12:24:00.547,28/10/2025,"12:24",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062484,3,Anexo III,2025-10-28 12:24:11.120,28/10/2025,"12:24",20,Restaurante
2062485,8,Anexo IV - G,2025-10-28 12:25:11.417,28/10/2025,"12:25",66,DAS
2062473,2,Anexo II - A,2025-10-28 12:21:01.957,28/10/2025,"12:21",,Comissão Meio Ambient
2062474,4,Anexo IV - A,2025-10-28 12:21:12.303,28/10/2025,"12:21",25,Restaurante SENAC
2062476,4,Anexo IV - A,2025-10-28 12:21:57.443,28/10/2025,"12:21",25,Restaurante SENAC
2062477,4,Anexo IV - A,2025-10-28 12:22:06.297,28/10/2025,"12:22",,Dep. Glauber Braga- Anexo: 4 Gabinete: 362
2062478,4,Anexo IV - A,2025-10-28 12:22:50.410,28/10/2025,"12:22",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062479,4,Anexo IV - A,2025-10-28 12:22:59.810,28/10/2025,"12:22",,Dep. Flávia Morais- Anexo: 4 Gabinete: 738
2062466,4,Anexo IV - A,2025-10-28 12:19:28.043,28/10/2025,"12:19",23,Banco do Brasil
2062468,4,Anexo IV - A,2025-10-28 12:20:11.710,28/10/2025,"12:20",,Dep. Gilberto Nascimento- Anexo: 4 Gabinete: 836
2062469,4,Anexo IV - A,2025-10-28 12:20:22.720,28/10/2025,"12:20",,Dep. Gilberto Nascimento- Anexo: 4 Gabinete: 836
2062470,4,Anexo IV - A,2025-10-28 12:20:42.430,28/10/2025,"12:20",25,Restaurante SENAC
2062471,4,Anexo IV - A,2025-10-28 12:20:45.077,28/10/2025,"12:20",25,Restaurante SENAC
2062472,4,Anexo IV - A,2025-10-28 12:20:47.427,28/10/2025,"12:20",25,Restaurante SENAC
